384,256,79,102,172,60,89,3049,-11330,125,202,1,34,-9999,2,7,0
379,217,59,102,169,64,99,3048,-11330,121,207,1,34,-9999,2,7,0
438,189,41,95,168,62,97,3047,-11330,124,200,1,34,-9999,8,7,0
430,254,80,82,170,55,85,3046,-11330,153,185,1,34,-9999,2,9,0
376,374,111,70,175,45,69,3045,-11330,195,169,1,34,-9999,2,7,0
184,401,102,62,183,33,49,3044,-11330,190,153,1,34,-9999,12,7,0
126,196,34,92,194,47,63,3021,-11330,51,218,1,32,-9999,2,10,0
209,246,52,95,189,52,76,3020,-11330,65,216,1,32,-9999,2,7,0
315,225,60,96,184,59,89,3019,-11330,72,216,1,32,-9999,10,7,0
348,220,72,91,183,59,88,3018,-11330,72,217,1,32,-9999,10,9,0
255,276,51,80,187,52,77,3017,-11330,73,217,1,32,-9999,2,10,0
188,225,39,68,192,47,67,3016,-11330,54,218,1,32,2,1,7,0
131,155,29,63,195,45,63,3015,-11330,49,220,1,32,2,1,7,0
87,98,16,62,198,45,61,3014,-11330,59,221,1,32,2,1,7,0
77,48,12,62,199,47,61,3013,-11330,66,223,1,32,2,2,10,0
71,50,4,62,201,47,55,3010,-11330,36,220,1,32,2,2,10,0
54,57,29,61,202,47,58,3009,-11330,77,219,1,32,2,2,10,0
29,66,9,62,203,48,63,3008,-11330,88,221,1,32,2,2,10,0
57,72,41,63,203,50,68,3007,-11330,50,223,1,32,2,2,7,0
19,70,6,65,204,46,60,3006,-11330,41,226,1,32,2,1,10,0
